city,timestamp,temperature_c,humidity_percent,heatwave_alert,rainfall_mm,current_load_percent,peak_load_percent,historical_failure_rate_percent,transformer_age_years,pressure_variance_percent,pipeline_age_years,recent_repairs_last_30_days,congestion_index,signal_failure_reports_last_7_days,population_density_per_km2,scenario_type,overall_failure_72h_label,power_failure_72h_label,transformer_overload_72h_label,water_failure_72h_label,traffic_failure_72h_label
Stonegate,2025-02-02T10:00:00+00:00,33.9,61.8,False,44.6,75.7,74.3,18.9,23.1,52.2,10.3,5,69.9,4,11700.0,failure_event,1,1,1,1,0
Hillford,2025-02-02T11:00:00+00:00,42.3,44.2,True,78.0,89.7,93.6,24.4,35.8,30.6,21.9,5,89.8,12,14140.4,compound,1,1,1,1,1
Metrovale,2025-02-02T12:00:00+00:00,26.5,37.5,False,7.0,76.7,70.8,7.5,19.5,11.9,23.2,0,46.6,3,11200.0,baseline,1,0,0,0,1
Riverton,2025-02-02T13:00:00+00:00,43.4,49.4,True,7.3,94.0,99.5,10.5,22.0,17.8,20.4,0,75.8,4,8400.0,heatwave,1,1,1,0,0
Northbridge,2025-02-02T14:00:00+00:00,32.0,46.2,False,18.5,61.4,84.7,10.5,18.6,36.0,15.9,1,92.2,10,11665.8,high_density,1,1,0,0,1
Sunport,2025-02-02T15:00:00+00:00,20.7,36.3,False,67.3,57.5,72.5,18.4,37.0,40.9,17.0,4,61.2,4,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-02-02T16:00:00+00:00,39.1,50.6,True,79.3,96.5,98.9,15.1,35.9,36.3,32.3,8,82.6,8,16947.6,compound,1,1,1,1,1
Lakehurst,2025-02-02T17:00:00+00:00,28.7,55.0,False,8.3,60.8,71.7,4.7,10.7,29.7,33.0,0,53.3,4,10100.0,baseline,0,0,0,1,0
Bayhaven,2025-02-02T18:00:00+00:00,40.0,35.2,True,2.6,93.0,92.2,12.3,19.0,19.6,18.7,0,85.1,1,14500.0,heatwave,1,1,1,1,1
Ironwood,2025-02-02T19:00:00+00:00,32.3,48.3,False,9.2,70.4,72.4,10.4,23.1,24.8,28.7,4,85.2,16,15112.1,high_density,1,1,1,0,1
Stonegate,2025-02-02T20:00:00+00:00,22.9,64.1,False,75.2,64.3,72.4,15.1,40.0,36.8,13.0,7,63.0,2,11700.0,failure_event,1,1,1,1,1
Hillford,2025-02-02T21:00:00+00:00,39.8,40.7,True,43.5,91.8,95.7,27.9,31.3,59.2,17.5,6,92.6,14,15655.5,compound,1,1,1,0,1
Metrovale,2025-02-02T22:00:00+00:00,26.4,75.0,False,9.9,69.1,85.6,7.5,15.5,17.1,14.8,0,50.4,2,11200.0,baseline,1,0,0,0,1
Riverton,2025-02-02T23:00:00+00:00,43.8,35.5,True,6.5,95.8,99.3,11.4,21.0,12.6,12.6,1,87.6,6,8400.0,heatwave,1,0,0,1,1
Northbridge,2025-02-03T00:00:00+00:00,26.4,58.2,False,0.6,75.3,87.9,9.6,10.9,43.4,24.5,4,84.0,8,17306.3,high_density,1,1,0,1,1
Sunport,2025-02-03T01:00:00+00:00,22.9,52.3,False,73.0,81.3,70.5,23.1,30.0,38.9,19.5,8,70.6,6,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-02-03T02:00:00+00:00,41.1,55.3,True,53.2,90.1,96.2,25.7,27.3,54.2,14.1,6,80.6,12,15286.5,compound,0,1,1,1,1
Lakehurst,2025-02-03T03:00:00+00:00,31.7,65.2,False,11.6,70.7,83.4,10.0,9.4,28.7,29.3,4,55.9,2,10100.0,baseline,1,1,1,1,0
Bayhaven,2025-02-03T04:00:00+00:00,44.8,60.0,True,0.2,92.1,99.2,13.3,12.6,27.4,10.2,4,85.2,1,14500.0,heatwave,1,1,1,1,1
Ironwood,2025-02-03T05:00:00+00:00,30.8,46.9,False,17.1,64.4,71.4,14.8,8.9,35.5,24.7,0,86.7,7,12559.4,high_density,1,1,1,0,0
Stonegate,2025-02-03T06:00:00+00:00,26.6,68.2,False,72.7,80.2,72.9,27.3,22.2,31.3,10.7,8,58.8,3,11700.0,failure_event,0,1,1,1,1
Hillford,2025-02-03T07:00:00+00:00,39.7,40.8,True,61.5,94.5,94.2,18.0,38.4,43.6,16.2,5,83.0,6,13145.2,compound,1,1,1,1,1
Metrovale,2025-02-03T08:00:00+00:00,30.5,55.2,False,2.8,62.2,70.5,7.4,18.5,26.1,18.4,3,54.9,4,11200.0,baseline,0,1,0,0,0
Riverton,2025-02-03T09:00:00+00:00,45.0,44.3,True,0.7,88.7,92.6,13.3,21.2,21.9,23.1,3,78.6,1,8400.0,heatwave,1,1,1,1,1
Northbridge,2025-02-03T10:00:00+00:00,24.4,65.7,False,9.1,65.3,83.2,14.5,22.3,28.1,10.0,1,78.5,11,12725.5,high_density,1,1,0,1,1
Sunport,2025-02-03T11:00:00+00:00,22.0,65.5,False,53.5,65.4,74.8,19.6,36.4,48.9,15.8,4,68.8,2,13200.0,failure_event,1,1,1,1,0
Crestfield,2025-02-03T12:00:00+00:00,43.4,48.9,True,49.5,95.0,99.0,27.6,29.4,54.2,17.4,8,87.1,14,13066.7,compound,1,1,1,0,1
Lakehurst,2025-02-03T13:00:00+00:00,21.1,52.6,False,0.5,77.5,81.1,7.6,20.7,28.4,11.8,1,60.8,4,10100.0,baseline,0,0,1,0,0
Bayhaven,2025-02-03T14:00:00+00:00,45.3,55.0,True,4.0,87.9,97.6,13.2,19.3,24.8,23.4,1,72.3,6,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-02-03T15:00:00+00:00,25.7,45.9,False,4.7,57.6,83.5,14.2,8.7,31.7,22.6,4,90.5,11,15115.3,high_density,1,1,0,1,1
Stonegate,2025-02-03T16:00:00+00:00,28.1,68.6,False,75.8,77.2,89.1,17.8,40.0,50.1,28.3,7,71.2,3,11700.0,failure_event,1,1,1,1,1
Hillford,2025-02-03T17:00:00+00:00,44.2,36.0,True,85.9,96.0,97.7,24.2,32.2,44.6,24.2,8,93.6,14,15476.0,compound,1,1,1,1,1
Metrovale,2025-02-03T18:00:00+00:00,23.9,54.0,False,12.2,67.7,76.2,6.7,17.2,24.3,34.8,2,46.3,4,11200.0,baseline,0,0,1,0,0
Riverton,2025-02-03T19:00:00+00:00,44.4,25.6,True,0.3,86.4,97.2,14.7,15.3,20.3,17.6,0,74.5,5,8400.0,heatwave,0,1,0,0,0
Northbridge,2025-02-03T20:00:00+00:00,32.6,73.9,False,13.0,80.1,84.4,6.8,13.9,22.4,15.9,0,94.9,16,16943.9,high_density,0,0,1,0,1
Sunport,2025-02-03T21:00:00+00:00,26.2,46.7,False,54.6,72.9,73.1,18.3,22.4,40.6,21.6,5,52.1,2,13200.0,failure_event,1,1,1,0,1
Crestfield,2025-02-03T22:00:00+00:00,44.3,32.0,True,38.8,91.6,94.7,21.6,29.8,41.6,27.3,5,80.2,11,17602.7,compound,1,1,1,1,1
Lakehurst,2025-02-03T23:00:00+00:00,34.0,67.7,False,13.5,70.4,76.5,5.1,21.5,10.2,12.2,2,64.1,5,10100.0,baseline,1,0,1,1,1
Bayhaven,2025-02-04T00:00:00+00:00,40.2,26.2,True,6.6,95.2,95.1,9.5,11.3,26.2,22.6,0,85.3,1,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-02-04T01:00:00+00:00,26.2,53.9,False,7.4,62.6,71.9,5.7,12.6,24.1,19.5,3,84.3,9,12116.6,high_density,0,0,0,1,1
Stonegate,2025-02-04T02:00:00+00:00,26.2,67.1,False,78.5,59.6,84.6,26.9,30.5,34.7,14.3,9,64.9,2,11700.0,failure_event,1,1,1,1,1
Hillford,2025-02-04T03:00:00+00:00,39.3,29.9,True,84.2,90.8,96.8,17.0,36.7,30.1,22.6,6,86.3,12,14100.4,compound,1,1,1,1,1
Metrovale,2025-02-04T04:00:00+00:00,24.0,45.8,False,4.5,60.6,73.4,13.1,21.5,21.4,23.7,1,45.7,4,11200.0,baseline,1,0,1,0,0
Riverton,2025-02-04T05:00:00+00:00,42.0,43.3,True,6.6,86.1,98.0,8.2,21.4,13.1,18.3,0,76.7,5,8400.0,heatwave,1,1,1,0,1
Northbridge,2025-02-04T06:00:00+00:00,28.5,71.3,False,0.3,71.6,76.8,6.3,23.3,31.7,31.6,1,93.8,16,16570.4,high_density,1,0,0,0,1
Sunport,2025-02-04T07:00:00+00:00,27.3,71.0,False,87.0,68.9,88.8,24.7,21.2,52.1,32.8,6,45.3,4,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-02-04T08:00:00+00:00,42.3,54.1,True,54.7,90.4,98.9,16.8,25.7,49.3,28.3,9,89.5,6,11506.1,compound,0,1,1,1,0
Lakehurst,2025-02-04T09:00:00+00:00,23.0,67.6,False,3.9,81.8,82.0,5.0,11.0,25.4,28.0,3,58.8,3,10100.0,baseline,1,0,1,0,0
Bayhaven,2025-02-04T10:00:00+00:00,39.3,32.0,True,2.2,89.3,97.5,6.9,14.7,18.5,20.9,4,85.7,3,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-02-04T11:00:00+00:00,24.2,35.5,False,4.9,60.0,70.7,11.2,8.7,32.0,26.9,4,95.7,12,15825.2,high_density,1,0,0,0,1
Stonegate,2025-02-04T12:00:00+00:00,26.9,58.6,False,39.7,55.5,81.9,24.8,34.0,40.4,19.0,5,52.3,1,11700.0,failure_event,1,1,1,1,1
Hillford,2025-02-04T13:00:00+00:00,38.2,55.5,True,77.6,91.6,98.6,21.4,21.1,52.8,29.8,5,90.2,9,15506.9,compound,1,1,1,1,1
Metrovale,2025-02-04T14:00:00+00:00,27.7,57.9,False,3.3,78.2,71.4,7.2,8.3,20.3,20.5,3,55.3,6,11200.0,baseline,1,0,1,0,1
Riverton,2025-02-04T15:00:00+00:00,41.7,46.6,True,6.0,92.1,97.8,12.0,17.8,21.5,31.0,1,83.1,5,8400.0,heatwave,1,1,1,0,1
Northbridge,2025-02-04T16:00:00+00:00,21.3,59.5,False,1.2,58.4,83.4,9.4,21.5,25.6,22.9,4,82.5,9,15700.8,high_density,1,1,0,0,1
Sunport,2025-02-04T17:00:00+00:00,23.1,52.7,False,58.0,62.1,89.3,17.0,32.4,39.7,18.0,4,61.9,4,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-02-04T18:00:00+00:00,43.2,52.0,True,87.7,89.3,93.7,16.4,36.6,40.4,14.4,5,91.3,8,17403.5,compound,0,1,0,1,1
Lakehurst,2025-02-04T19:00:00+00:00,24.4,56.3,False,13.4,76.9,85.8,13.7,11.8,11.8,20.9,0,63.5,3,10100.0,baseline,0,0,0,0,0
Bayhaven,2025-02-04T20:00:00+00:00,41.3,35.2,True,3.8,88.9,92.2,14.3,12.4,26.0,21.8,4,77.3,6,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-02-04T21:00:00+00:00,25.1,60.0,False,19.5,64.5,89.5,12.2,20.9,29.2,11.3,4,82.4,6,15184.3,high_density,0,1,1,1,1
Stonegate,2025-02-04T22:00:00+00:00,27.4,49.8,False,57.2,81.6,85.8,26.4,34.8,58.1,23.8,7,77.3,1,11700.0,failure_event,1,1,1,1,1
Hillford,2025-02-04T23:00:00+00:00,39.4,51.5,True,58.9,94.3,92.6,20.8,28.2,55.3,27.2,9,81.1,11,16786.7,compound,1,1,1,1,1
Metrovale,2025-02-05T00:00:00+00:00,34.1,74.0,False,6.1,78.2,72.7,8.2,9.7,22.6,28.3,0,53.9,4,11200.0,baseline,1,0,1,0,0
Riverton,2025-02-05T01:00:00+00:00,40.0,37.7,True,1.9,96.3,93.6,14.7,16.5,15.1,32.0,0,86.7,6,8400.0,heatwave,1,1,1,0,1
Northbridge,2025-02-05T02:00:00+00:00,21.6,64.3,False,16.7,55.0,82.6,11.3,17.8,40.4,26.7,3,95.3,8,14587.1,high_density,0,1,1,1,1
Sunport,2025-02-05T03:00:00+00:00,20.7,51.2,False,45.6,74.5,77.7,15.1,29.5,50.2,14.4,9,51.6,3,13200.0,failure_event,1,1,1,0,0
Crestfield,2025-02-05T04:00:00+00:00,45.5,27.5,True,76.5,95.7,92.7,18.4,26.0,50.6,13.1,8,78.5,7,17913.9,compound,1,1,1,1,1
Lakehurst,2025-02-05T05:00:00+00:00,22.6,46.7,False,1.0,56.8,83.3,7.6,16.9,11.2,13.0,2,50.4,6,10100.0,baseline,0,0,1,0,1
Bayhaven,2025-02-05T06:00:00+00:00,39.9,52.1,True,6.0,89.1,94.6,13.4,23.6,14.0,20.2,3,79.8,1,14500.0,heatwave,0,1,1,0,1
Ironwood,2025-02-05T07:00:00+00:00,24.3,69.8,False,12.4,64.5,71.5,5.7,18.3,32.0,34.2,1,82.2,16,17199.2,high_density,1,1,0,1,1
Stonegate,2025-02-05T08:00:00+00:00,31.3,56.8,False,44.9,79.2,82.1,27.8,26.3,45.4,19.5,8,50.6,5,11700.0,failure_event,1,1,1,1,0
Hillford,2025-02-05T09:00:00+00:00,45.7,45.9,True,38.2,97.0,92.5,22.7,36.4,30.2,21.0,8,86.7,11,16402.0,compound,1,1,1,1,1
Metrovale,2025-02-05T10:00:00+00:00,22.6,52.1,False,18.3,80.1,88.2,12.2,16.4,26.7,22.2,0,55.7,6,11200.0,baseline,1,1,1,0,0
Riverton,2025-02-05T11:00:00+00:00,43.7,39.4,True,7.3,93.0,95.4,10.7,8.8,20.1,20.4,0,77.5,5,8400.0,heatwave,1,1,1,0,1
Northbridge,2025-02-05T12:00:00+00:00,25.4,74.9,False,2.2,67.0,78.2,9.9,15.6,43.5,19.2,0,82.5,16,17122.3,high_density,0,0,1,0,1
Sunport,2025-02-05T13:00:00+00:00,26.8,41.5,False,55.7,74.7,86.2,20.1,22.5,37.0,25.8,9,67.5,5,13200.0,failure_event,1,1,1,1,0
Crestfield,2025-02-05T14:00:00+00:00,46.0,34.9,True,74.7,96.8,94.4,16.6,33.8,34.1,29.5,6,90.7,8,16798.3,compound,0,1,1,1,1
Lakehurst,2025-02-05T15:00:00+00:00,29.2,72.8,False,9.5,68.4,72.0,11.6,9.9,11.8,32.8,1,72.0,4,10100.0,baseline,1,1,0,1,0
Bayhaven,2025-02-05T16:00:00+00:00,43.2,51.0,True,0.8,96.7,99.2,4.8,23.9,23.7,24.9,1,85.1,1,14500.0,heatwave,1,1,1,1,0
Ironwood,2025-02-05T17:00:00+00:00,33.2,57.1,False,15.5,66.7,79.3,10.7,23.4,30.1,24.2,2,83.4,7,14456.9,high_density,1,0,1,0,1
Stonegate,2025-02-05T18:00:00+00:00,23.0,65.7,False,66.6,72.2,78.2,21.3,26.1,36.8,19.1,10,57.4,2,11700.0,failure_event,1,1,1,1,0
Hillford,2025-02-05T19:00:00+00:00,44.5,39.1,True,52.7,94.4,97.2,15.5,36.2,35.2,11.3,8,82.0,9,14680.4,compound,1,1,1,1,1
Metrovale,2025-02-05T20:00:00+00:00,20.0,49.2,False,1.0,68.6,82.6,9.7,23.2,21.3,23.9,3,77.4,5,11200.0,baseline,1,0,0,0,1
Riverton,2025-02-05T21:00:00+00:00,38.9,51.5,True,0.7,92.2,93.4,7.8,12.5,13.0,21.3,3,85.0,2,8400.0,heatwave,1,1,1,0,1
Northbridge,2025-02-05T22:00:00+00:00,22.3,72.2,False,2.6,68.4,73.9,5.3,16.1,26.4,27.4,0,88.4,6,13040.7,high_density,1,0,1,0,1
Sunport,2025-02-05T23:00:00+00:00,32.5,37.5,False,64.1,74.4,80.9,25.5,34.8,58.4,20.7,5,70.0,5,13200.0,failure_event,1,0,1,1,1
Crestfield,2025-02-06T00:00:00+00:00,44.2,57.4,True,82.7,91.5,92.2,24.7,32.5,46.9,25.3,4,95.5,6,13460.0,compound,1,1,1,1,1
Lakehurst,2025-02-06T01:00:00+00:00,20.5,73.4,False,13.5,71.9,70.5,9.3,14.8,18.0,30.4,4,77.0,3,10100.0,baseline,1,1,0,0,0
Bayhaven,2025-02-06T02:00:00+00:00,42.9,47.1,True,5.1,94.8,97.7,9.5,15.1,12.3,29.0,3,85.6,1,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-02-06T03:00:00+00:00,31.0,52.3,False,15.1,63.5,73.8,9.8,9.7,27.8,22.8,0,84.4,6,17105.9,high_density,1,1,1,0,1
Stonegate,2025-02-06T04:00:00+00:00,30.9,41.6,False,58.9,66.8,70.2,21.7,39.0,31.0,31.3,4,54.5,4,11700.0,failure_event,1,1,1,1,0
Hillford,2025-02-06T05:00:00+00:00,42.1,58.7,True,89.0,88.8,94.1,17.1,31.3,37.3,19.6,9,93.3,16,15320.0,compound,1,1,1,1,1
Metrovale,2025-02-06T06:00:00+00:00,26.8,44.6,False,2.7,57.9,70.2,12.7,19.7,22.7,18.5,4,68.2,2,11200.0,baseline,1,1,0,1,0
Riverton,2025-02-06T07:00:00+00:00,42.7,58.3,True,1.2,86.6,97.6,8.6,21.0,28.3,24.4,2,86.8,5,8400.0,heatwave,1,0,1,0,1
Northbridge,2025-02-06T08:00:00+00:00,26.6,42.3,False,2.4,73.4,81.5,13.6,8.9,37.0,19.7,2,94.2,15,11890.6,high_density,1,0,0,0,1
Sunport,2025-02-06T09:00:00+00:00,23.7,43.5,False,81.3,72.8,70.3,23.7,22.0,53.1,13.1,7,61.2,6,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-02-06T10:00:00+00:00,38.4,58.0,True,63.0,95.7,93.7,22.2,37.2,50.2,34.1,7,87.2,8,17361.4,compound,1,1,1,1,1
Lakehurst,2025-02-06T11:00:00+00:00,29.6,40.7,False,7.4,71.5,82.7,6.7,21.3,22.1,30.4,2,71.0,3,10100.0,baseline,1,0,1,0,1
Bayhaven,2025-02-06T12:00:00+00:00,40.3,53.9,True,1.9,88.2,98.1,7.1,16.6,19.8,25.7,4,81.8,5,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-02-06T13:00:00+00:00,26.5,68.4,False,4.8,61.4,79.3,5.4,22.8,27.5,20.0,3,82.0,9,16235.7,high_density,0,1,1,0,1
Stonegate,2025-02-06T14:00:00+00:00,27.9,55.4,False,88.2,80.0,88.3,23.5,28.8,49.6,31.0,8,76.8,6,11700.0,failure_event,1,1,1,1,1
Hillford,2025-02-06T15:00:00+00:00,44.3,30.9,True,67.0,94.3,98.1,20.3,25.7,36.9,19.5,8,78.2,12,16004.9,compound,1,1,1,1,1
Metrovale,2025-02-06T16:00:00+00:00,21.1,47.5,False,8.4,71.4,70.5,8.6,16.3,27.8,13.5,2,53.1,2,11200.0,baseline,0,0,1,0,1
Riverton,2025-02-06T17:00:00+00:00,41.5,28.4,True,3.0,89.4,94.6,10.8,8.7,14.0,14.5,2,85.2,4,8400.0,heatwave,1,1,1,0,1
Northbridge,2025-02-06T18:00:00+00:00,20.3,54.1,False,16.6,59.8,75.3,6.6,18.0,34.1,28.8,4,89.4,9,15164.7,high_density,1,1,0,1,1
Sunport,2025-02-06T19:00:00+00:00,32.5,72.8,False,54.7,61.8,80.6,17.9,21.5,48.8,17.5,10,77.7,2,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-02-06T20:00:00+00:00,42.1,29.8,True,70.6,94.1,96.6,23.2,28.9,46.3,26.4,10,86.4,13,11880.8,compound,1,1,1,1,1
Lakehurst,2025-02-06T21:00:00+00:00,24.1,45.6,False,13.1,59.7,84.3,12.6,18.2,24.4,32.4,3,64.3,6,10100.0,baseline,1,1,1,1,1
Bayhaven,2025-02-06T22:00:00+00:00,43.2,59.9,True,5.1,96.8,96.2,8.3,13.7,26.4,17.0,4,70.9,1,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-02-06T23:00:00+00:00,30.8,52.8,False,7.8,69.2,89.7,10.0,14.6,28.0,13.4,4,82.5,6,15626.4,high_density,1,0,1,1,1
Stonegate,2025-02-07T00:00:00+00:00,27.8,63.1,False,58.9,78.6,77.7,21.2,26.2,59.0,14.7,9,65.2,5,11700.0,failure_event,1,1,1,0,1
Hillford,2025-02-07T01:00:00+00:00,39.5,59.1,True,67.0,87.1,93.3,24.5,34.5,59.0,33.2,4,90.4,13,14466.0,compound,1,1,1,1,1
Metrovale,2025-02-07T02:00:00+00:00,33.1,52.4,False,9.7,68.5,82.6,13.8,19.4,23.7,28.4,4,68.9,2,11200.0,baseline,0,0,1,0,1
Riverton,2025-02-07T03:00:00+00:00,38.1,48.2,True,6.1,86.7,99.4,13.2,11.2,10.1,25.0,1,70.7,2,8400.0,heatwave,1,1,1,1,0
Northbridge,2025-02-07T04:00:00+00:00,20.1,65.5,False,3.8,64.8,81.3,12.4,14.4,31.9,16.6,0,85.1,6,14855.2,high_density,1,1,1,0,1
Sunport,2025-02-07T05:00:00+00:00,31.0,53.0,False,55.3,70.3,79.0,16.1,34.1,55.7,22.7,7,54.8,1,13200.0,failure_event,1,1,1,0,1
Crestfield,2025-02-07T06:00:00+00:00,42.5,44.2,True,82.7,94.7,99.5,24.0,35.7,50.8,25.8,7,87.1,6,17174.0,compound,1,1,1,1,1
Lakehurst,2025-02-07T07:00:00+00:00,21.3,53.9,False,17.4,59.6,75.4,10.5,20.3,27.5,11.9,2,64.5,5,10100.0,baseline,0,1,1,0,0
Bayhaven,2025-02-07T08:00:00+00:00,44.3,26.0,True,3.0,89.0,97.4,9.9,9.1,21.8,25.9,3,74.2,4,14500.0,heatwave,1,1,1,1,0
Ironwood,2025-02-07T09:00:00+00:00,26.1,40.7,False,1.3,56.9,89.9,8.5,17.0,30.6,13.9,2,92.7,10,15885.3,high_density,1,0,1,1,1
Stonegate,2025-02-07T10:00:00+00:00,23.3,66.1,False,67.4,71.7,76.6,27.2,28.2,54.4,29.9,9,61.2,4,11700.0,failure_event,1,1,0,1,1
Hillford,2025-02-07T11:00:00+00:00,40.1,34.4,True,63.0,90.3,99.5,16.0,26.8,52.0,19.1,9,94.3,13,12663.6,compound,1,1,1,1,1
Metrovale,2025-02-07T12:00:00+00:00,31.9,40.2,False,7.2,72.4,84.3,5.7,18.8,15.3,12.6,4,57.1,1,11200.0,baseline,1,1,1,0,1
Riverton,2025-02-07T13:00:00+00:00,40.6,43.3,True,6.9,89.7,97.1,12.9,18.2,15.2,34.9,0,72.0,2,8400.0,heatwave,1,1,1,0,1
Northbridge,2025-02-07T14:00:00+00:00,20.7,56.8,False,2.6,62.2,86.4,5.7,21.9,34.1,30.8,2,84.7,12,16778.6,high_density,1,1,0,1,1
Sunport,2025-02-07T15:00:00+00:00,22.5,69.2,False,46.0,71.7,71.9,22.8,22.0,52.3,15.1,5,45.2,5,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-02-07T16:00:00+00:00,43.2,29.0,True,75.9,86.7,95.0,24.4,31.2,36.9,19.9,5,95.0,6,16847.2,compound,1,1,1,0,1
Lakehurst,2025-02-07T17:00:00+00:00,20.8,36.3,False,0.6,58.2,73.6,9.6,21.8,13.5,30.9,1,53.9,3,10100.0,baseline,0,0,1,1,0
Bayhaven,2025-02-07T18:00:00+00:00,45.7,32.2,True,7.3,88.1,96.4,13.2,21.5,18.3,34.2,0,84.8,4,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-02-07T19:00:00+00:00,28.8,42.4,False,8.1,79.4,73.2,12.1,18.4,32.0,22.3,0,85.6,9,16775.5,high_density,1,0,0,1,1
Stonegate,2025-02-07T20:00:00+00:00,24.0,35.9,False,73.4,77.6,77.8,22.2,26.7,50.4,10.9,6,57.9,2,11700.0,failure_event,1,1,0,1,1
Hillford,2025-02-07T21:00:00+00:00,44.5,57.8,True,50.9,87.2,97.9,21.8,33.3,41.8,34.9,5,94.5,8,12104.2,compound,1,0,1,1,1
Metrovale,2025-02-07T22:00:00+00:00,21.7,74.2,False,14.5,76.9,77.1,12.4,22.7,13.0,14.6,1,47.5,1,11200.0,baseline,1,0,1,0,1
Riverton,2025-02-07T23:00:00+00:00,43.7,45.3,True,1.9,91.5,95.9,8.4,20.8,12.9,25.2,0,73.2,5,8400.0,heatwave,0,1,1,1,0
Northbridge,2025-02-08T00:00:00+00:00,29.8,68.5,False,18.0,74.6,82.2,5.6,16.7,44.5,21.4,2,81.6,8,15182.6,high_density,0,1,1,0,1
Sunport,2025-02-08T01:00:00+00:00,29.1,53.3,False,71.3,75.0,70.9,17.6,30.0,33.4,28.6,6,62.0,3,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-02-08T02:00:00+00:00,38.4,32.1,True,41.7,94.4,94.2,27.8,25.1,48.7,30.7,8,86.9,16,16983.9,compound,1,1,1,1,1
Lakehurst,2025-02-08T03:00:00+00:00,29.3,39.2,False,16.7,70.6,77.3,11.7,15.1,12.6,25.0,4,55.9,6,10100.0,baseline,1,0,1,0,1
Bayhaven,2025-02-08T04:00:00+00:00,42.4,34.1,True,0.8,87.4,95.0,13.9,15.2,29.3,11.8,0,79.5,1,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-02-08T05:00:00+00:00,34.3,54.9,False,12.6,56.5,78.9,6.0,22.8,25.0,19.5,2,82.2,10,16475.3,high_density,0,1,0,0,1
Stonegate,2025-02-08T06:00:00+00:00,29.0,65.1,False,84.6,81.6,73.1,26.6,29.0,32.5,20.6,9,67.6,2,11700.0,failure_event,1,1,1,1,1
Hillford,2025-02-08T07:00:00+00:00,39.6,58.7,True,53.1,89.3,98.6,26.2,33.8,41.6,29.9,5,92.9,14,15249.6,compound,0,1,1,1,1
Metrovale,2025-02-08T08:00:00+00:00,25.5,74.9,False,19.0,72.6,86.2,10.1,19.9,18.7,30.7,0,73.2,6,11200.0,baseline,0,0,0,0,1
Riverton,2025-02-08T09:00:00+00:00,38.6,34.9,True,5.3,94.9,94.3,8.0,13.8,28.1,24.2,4,81.9,3,8400.0,heatwave,1,1,1,1,0
Northbridge,2025-02-08T10:00:00+00:00,24.8,71.9,False,2.0,59.3,84.8,11.7,17.1,35.9,31.8,0,94.5,11,13082.9,high_density,0,1,0,1,1
Sunport,2025-02-08T11:00:00+00:00,33.3,61.5,False,50.1,72.1,79.7,22.7,30.2,39.4,22.1,10,72.0,4,13200.0,failure_event,1,1,1,1,1
Crestfield,2025-02-08T12:00:00+00:00,39.9,27.0,True,37.4,95.0,92.0,22.3,30.0,32.8,27.0,5,81.2,9,12143.4,compound,1,1,1,0,1
Lakehurst,2025-02-08T13:00:00+00:00,27.8,72.6,False,0.4,57.4,82.7,10.6,22.8,10.4,34.9,0,64.1,6,10100.0,baseline,0,0,1,1,1
Bayhaven,2025-02-08T14:00:00+00:00,38.3,40.9,True,7.4,93.7,99.2,11.4,19.3,29.1,20.2,0,75.6,4,14500.0,heatwave,1,1,1,0,1
Ironwood,2025-02-08T15:00:00+00:00,29.7,63.8,False,5.9,55.8,85.6,10.6,12.4,34.3,30.9,1,93.4,11,12829.8,high_density,1,1,0,1,1
Stonegate,2025-02-08T16:00:00+00:00,29.8,70.9,False,39.6,73.6,78.1,26.8,38.3,38.0,16.4,5,48.2,2,11700.0,failure_event,1,1,1,1,1
Hillford,2025-02-08T17:00:00+00:00,45.2,54.9,True,56.8,91.3,94.8,15.7,24.6,38.3,30.1,7,95.4,10,13320.0,compound,0,1,1,1,1
Metrovale,2025-02-08T18:00:00+00:00,24.3,56.1,False,17.8,77.9,82.9,5.4,13.3,17.8,28.7,2,53.4,4,11200.0,baseline,0,0,1,1,1
Riverton,2025-02-08T19:00:00+00:00,42.5,25.3,True,6.2,96.9,94.3,8.5,16.1,28.5,25.1,3,82.4,4,8400.0,heatwave,0,1,1,0,1
Northbridge,2025-02-08T20:00:00+00:00,26.2,58.1,False,11.0,81.1,89.8,6.3,11.3,35.3,27.9,4,82.6,6,16017.3,high_density,1,0,1,1,1
Sunport,2025-02-08T21:00:00+00:00,24.6,51.6,False,80.0,75.5,75.5,21.5,25.6,34.8,20.3,4,67.8,1,13200.0,failure_event,1,1,1,0,1
